occupation,age,education_level,marital_status,communication_channel,call_month,call_day,call_duration,call_frequency,previous_campaign_outcome,conversion_status
student,28,high_school,single,landline,August,4,297,1,unidentified,not_converted
service_worker,31,high_school,single,unidentified,June,4,171,3,unidentified,not_converted
independent_worker,29,college,single,mobile,January,14,110,7,unsuccessful,not_converted
executive,25,college,single,mobile,September,18,267,2,unsuccessful,converted
technical_specialist,39,high_school,single,unidentified,May,29,322,1,unidentified,not_converted
manual_worker,28,high_school,single,mobile,July,10,353,1,unidentified,not_converted
service_worker,56,high_school,divorced,unidentified,July,4,678,2,unidentified,not_converted
executive,34,high_school,married,unidentified,May,8,442,2,unidentified,not_converted
manual_worker,37,elementary_school,married,unidentified,June,6,80,1,unidentified,not_converted
student,34,unidentified,married,mobile,April,30,121,1,unidentified,not_converted
technical_specialist,44,high_school,married,unidentified,June,16,78,1,unidentified,not_converted
retired_worker,60,elementary_school,married,mobile,July,10,121,3,unidentified,not_converted
executive,26,college,single,mobile,July,23,167,1,unidentified,not_converted
executive,40,high_school,married,unidentified,June,12,577,2,unidentified,converted
executive,57,college,married,mobile,June,22,295,3,unidentified,converted
executive,46,college,married,mobile,August,18,134,2,unidentified,not_converted
executive,35,college,divorced,landline,July,29,480,9,unidentified,not_converted
manual_worker,46,high_school,single,unidentified,May,7,245,2,unidentified,not_converted
service_worker,29,high_school,single,mobile,July,8,202,2,unidentified,not_converted
manual_worker,36,high_school,single,unidentified,June,3,435,3,unidentified,not_converted
service_worker,34,high_school,married,mobile,February,4,494,2,unsuccessful,not_converted
technical_specialist,41,college,married,unidentified,June,5,189,2,unidentified,not_converted
administrative_staff,43,high_school,married,mobile,July,29,80,2,unidentified,not_converted
manual_worker,39,high_school,married,mobile,April,17,1426,2,unsuccessful,not_converted
executive,58,college,married,mobile,July,15,815,4,unidentified,converted
business_owner,35,high_school,married,mobile,November,21,112,2,unidentified,not_converted
executive,40,college,married,mobile,November,19,639,2,successful,converted
student,19,elementary_school,single,mobile,October,15,96,2,successful,not_converted
service_worker,41,elementary_school,married,mobile,May,18,155,1,unsuccessful,not_converted
manual_worker,41,elementary_school,married,mobile,February,4,69,1,successful,not_converted
executive,39,college,single,unidentified,May,8,87,2,unidentified,not_converted
manual_worker,47,high_school,divorced,mobile,July,30,71,2,unidentified,not_converted
technical_specialist,31,college,married,mobile,August,8,257,2,unidentified,not_converted
executive,28,college,single,mobile,May,14,433,1,unidentified,not_converted
technical_specialist,41,college,divorced,mobile,February,12,103,3,unidentified,not_converted
executive,34,college,married,mobile,July,13,326,3,unidentified,not_converted
manual_worker,40,elementary_school,married,unidentified,June,20,618,4,unidentified,not_converted
service_worker,33,high_school,married,mobile,November,18,245,1,unidentified,not_converted
business_owner,38,college,married,mobile,November,17,65,1,unidentified,not_converted
manual_worker,40,elementary_school,married,unidentified,May,6,64,2,unidentified,not_converted
executive,37,college,married,mobile,November,20,352,3,unidentified,not_converted
technical_specialist,47,high_school,married,mobile,August,12,1613,1,unidentified,converted
manual_worker,57,elementary_school,married,unidentified,June,20,78,4,unidentified,not_converted
service_worker,57,elementary_school,married,mobile,August,6,86,2,unidentified,not_converted
manual_worker,54,elementary_school,married,mobile,July,25,302,1,unidentified,not_converted
manual_worker,38,high_school,married,unidentified,May,30,161,12,unidentified,not_converted
technical_specialist,41,high_school,married,unidentified,May,8,210,2,unidentified,not_converted
service_worker,30,college,single,mobile,August,4,288,1,unsuccessful,converted
technical_specialist,27,high_school,married,mobile,May,15,1286,1,unidentified,not_converted
technical_specialist,28,high_school,single,mobile,May,12,246,1,other_outcome,not_converted
executive,37,college,married,unidentified,May,13,60,1,unidentified,not_converted
executive,38,college,married,mobile,July,31,122,2,unidentified,not_converted
administrative_staff,47,high_school,married,mobile,May,13,197,2,other_outcome,not_converted
service_worker,49,elementary_school,married,mobile,February,15,136,1,unidentified,converted
retired_worker,59,college,married,mobile,July,17,796,2,unidentified,not_converted
service_worker,51,high_school,married,landline,July,23,38,1,unidentified,not_converted
domestic_worker,31,elementary_school,married,unidentified,July,4,126,4,unidentified,not_converted
jobless,57,high_school,married,landline,November,19,46,2,unidentified,not_converted
administrative_staff,36,college,married,mobile,April,17,277,2,unidentified,not_converted
executive,39,college,married,mobile,August,7,1462,4,unidentified,not_converted
executive,41,college,married,mobile,November,17,99,1,unsuccessful,not_converted
executive,37,college,single,mobile,August,22,160,2,unidentified,not_converted
manual_worker,39,elementary_school,married,unidentified,June,9,52,3,unidentified,not_converted
manual_worker,52,high_school,single,unidentified,June,4,324,1,unidentified,not_converted
service_worker,34,high_school,single,unidentified,May,27,236,1,unidentified,not_converted
student,29,high_school,single,mobile,July,15,198,2,other_outcome,converted
student,25,unidentified,single,mobile,September,8,140,1,unidentified,converted
manual_worker,46,high_school,married,mobile,July,14,151,2,unidentified,not_converted
retired_worker,65,high_school,married,mobile,September,25,64,1,unsuccessful,not_converted
executive,35,college,single,mobile,July,10,220,1,unidentified,not_converted
manual_worker,27,high_school,single,unidentified,June,2,360,2,unidentified,not_converted
retired_worker,64,college,married,mobile,August,24,62,2,unidentified,not_converted
executive,34,college,single,landline,May,13,38,1,unsuccessful,not_converted
executive,32,college,single,unidentified,May,23,286,1,unidentified,not_converted
business_owner,38,high_school,married,mobile,February,4,112,1,unsuccessful,not_converted
manual_worker,60,high_school,divorced,unidentified,May,29,1207,1,unidentified,converted
manual_worker,50,high_school,married,mobile,July,16,68,1,unidentified,not_converted
executive,39,high_school,divorced,mobile,November,20,141,4,unidentified,not_converted
executive,45,college,married,mobile,July,15,112,4,unidentified,not_converted
administrative_staff,24,high_school,single,mobile,February,3,114,1,unidentified,not_converted
manual_worker,45,high_school,married,mobile,May,13,154,5,other_outcome,not_converted
executive,35,high_school,single,mobile,May,11,7,5,unsuccessful,not_converted
executive,54,college,married,landline,August,18,253,2,unidentified,not_converted
manual_worker,53,high_school,married,mobile,April,5,759,1,unidentified,not_converted
administrative_staff,40,high_school,single,mobile,February,3,63,2,unidentified,not_converted
manual_worker,72,elementary_school,married,landline,October,13,120,1,unidentified,not_converted
administrative_staff,27,high_school,single,unidentified,June,9,46,1,unidentified,not_converted
executive,45,high_school,single,mobile,August,19,142,2,unidentified,not_converted
executive,37,college,married,mobile,July,17,105,1,unidentified,not_converted
executive,33,college,married,mobile,July,24,604,1,unidentified,not_converted
administrative_staff,36,high_school,divorced,mobile,May,12,365,2,unidentified,converted
manual_worker,33,high_school,single,mobile,April,20,372,2,unidentified,not_converted
manual_worker,33,elementary_school,married,unidentified,May,27,143,8,unidentified,not_converted
business_owner,50,high_school,married,mobile,May,11,171,2,unidentified,not_converted
domestic_worker,59,elementary_school,married,mobile,July,28,63,5,unidentified,not_converted
service_worker,33,high_school,married,mobile,May,6,136,5,unidentified,not_converted
service_worker,58,high_school,married,mobile,July,24,1869,1,unidentified,not_converted
technical_specialist,25,college,single,mobile,May,13,66,1,unsuccessful,not_converted
executive,46,high_school,single,unidentified,May,23,141,6,unidentified,not_converted
service_worker,30,college,married,mobile,April,17,140,1,unidentified,not_converted
executive,33,college,married,mobile,November,25,87,1,unidentified,not_converted
executive,45,college,divorced,mobile,July,21,34,3,unidentified,not_converted
executive,31,college,single,mobile,April,17,224,3,unsuccessful,not_converted
administrative_staff,33,high_school,single,unidentified,May,5,225,2,unidentified,not_converted
executive,58,college,married,mobile,January,30,49,1,unidentified,not_converted
technical_specialist,35,high_school,single,unidentified,May,28,223,1,unidentified,not_converted
retired_worker,57,elementary_school,married,unidentified,June,20,326,1,unidentified,not_converted
executive,34,college,single,mobile,November,18,596,1,other_outcome,converted
retired_worker,67,elementary_school,married,mobile,January,11,499,2,unsuccessful,converted
manual_worker,40,high_school,married,mobile,November,3,177,2,unsuccessful,not_converted
executive,43,college,divorced,mobile,July,9,189,1,unidentified,not_converted
technical_specialist,53,college,married,mobile,June,3,107,1,unidentified,not_converted
business_owner,56,college,married,mobile,July,22,89,5,unidentified,not_converted
administrative_staff,34,college,married,landline,November,19,377,3,successful,not_converted
executive,52,college,married,unidentified,May,14,188,1,unidentified,not_converted
service_worker,35,high_school,single,mobile,April,16,327,1,unidentified,not_converted
technical_specialist,38,college,single,mobile,June,1,232,2,unidentified,converted
service_worker,46,elementary_school,married,mobile,August,22,257,2,unidentified,not_converted
executive,35,college,divorced,unidentified,May,7,297,3,unidentified,not_converted
